Nomor,Kategori/Kelompok Pemeriksaan,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Example UCUM Units,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO)
93,Mikrobiologi Klinik,Biakan aerob darah,Permintaan & Hasil,Serum/Plasma,Nominal,,Aerob,17928-3,Bacteria identified in Blood by Aerobe culture,Bacteria identified,Prid,Pt,Bld,Nom,Aerobic culture,,http://loinc.org,1.0l,2.73,1.0,1.0
94,Mikrobiologi Klinik,Biakan aerob darah dan uji kepekaan,Permintaan & Hasil,Serum/Plasma,Nominal,,Aerob,MK099808,Biakan aerob darah dan uji kepekaan,,,Pt,Serum/Plasma,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
95,Mikrobiologi Klinik,Biakan aerob drain,Permintaan & Hasil,Drain,Nominal,,Aerob,607-2,Bacteria identified in Drain by Aerobe culture,Bacteria identified,Prid,Pt,Drain,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
96,Mikrobiologi Klinik,Biakan aerob drain dan uji kepekaan,Permintaan & Hasil,Drain,Nominal,,Aerob,MK099809,Biakan aerob drain dan uji kepekaan,,,Pt,Drain,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
97,Mikrobiologi Klinik,Biakan aerob genital,Permintaan & Hasil,Genital,Nominal,,Aerob,10352-3,Bacteria identified in Genital specimen by Aerobe culture,Bacteria identified,Prid,Pt,Genital,Nom,Aerobic culture,,http://loinc.org,1.0i,2.73,1.0,1.0
98,Mikrobiologi Klinik,Biakan aerob genital dan uji kepekaan,Permintaan & Hasil,Genital,Nominal,,Aerob,MK099810,Biakan aerob genital dan uji kepekaan,,,Pt,Genital,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
99,Mikrobiologi Klinik,Biakan aerob hidung,Permintaan & Hasil,Hidung,Nominal,,Aerob,10353-1,Bacteria identified in Nose by Aerobe culture,Bacteria identified,Prid,Pt,Nose,Nom,Aerobic culture,,http://loinc.org,1.0i,2.73,1.0,1.0
100,Mikrobiologi Klinik,Biakan aerob hidung dan uji kepekaan,Permintaan & Hasil,Hidung,Nominal,,Aerob,MK099811,Biakan aerob hidung dan uji kepekaan,,,Pt,Hidung,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
101,Mikrobiologi Klinik,Biakan aerob isolat,Permintaan & Hasil,Isolat,Nominal,,Aerob,32367-5,Bacteria identified in Isolate by Aerobe culture,Bacteria identified,Prid,Pt,Isolate,Nom,Aerobic culture,,http://loinc.org,2.07,2.73,1.0,1.0
102,Mikrobiologi Klinik,Biakan aerob isolat dan uji kepekaan,Permintaan & Hasil,Isolat,Nominal,,Aerob,MK099812,Biakan aerob isolat dan uji kepekaan,,,Pt,Isolat,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
103,Mikrobiologi Klinik,Biakan aerob jaringan,Permintaan & Hasil,Jaringan,Nominal,,Aerob,627-0,Bacteria identified in Tissue by Aerobe culture,Bacteria identified,Prid,Pt,Tiss,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
104,Mikrobiologi Klinik,Biakan aerob jaringan dan uji kepekaan,Permintaan & Hasil,Jaringan,Nominal,,Aerob,MK099813,Biakan aerob jaringan dan uji kepekaan,,,Pt,Jaringan,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
105,Mikrobiologi Klinik,Biakan aerob kateter,Permintaan & Hasil,Kateter,Nominal,,Aerob,90274-2,Bacteria identified in Catheter tip by Aerobe culture,Bacteria identified,Prid,Pt,Ctp,Nom,Aerobic culture,,http://loinc.org,2.65,2.65,1.0,1.0
106,Mikrobiologi Klinik,Biakan aerob kateter dan uji kepekaan,Permintaan & Hasil,Kateter,Nominal,,Aerob,MK099814,Biakan aerob kateter dan uji kepekaan,,,Pt,Kateter,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
107,Mikrobiologi Klinik,Biakan aerob kerongkongan,Permintaan & Hasil,Kerongkongan,Nominal,,Aerob,17898-8,Bacteria identified in Throat by Aerobe culture,Bacteria identified,Prid,Pt,Thrt,Nom,Aerobic culture,,http://loinc.org,1.0l,2.73,1.0,1.0
108,Mikrobiologi Klinik,Biakan aerob kerongkongan dan uji kepekaan,Permintaan & Hasil,Kerongkongan,Nominal,,Aerob,MK099815,Biakan aerob kerongkongan dan uji kepekaan,,,Pt,Kerongkongan,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
109,Mikrobiologi Klinik,Biakan aerob kista bartholin,Permintaan & Hasil,Kista Bartholin,Nominal,,Aerob,74355-9,Bacteria identified in Bartholin cyst by Aerobe culture,Bacteria identified,Prid,Pt,Bartholin cyst,Nom,Aerobic culture,,http://loinc.org,2.46,2.46,1.0,1.0
110,Mikrobiologi Klinik,Biakan aerob kista bartholin dan uji kepekaan,Permintaan & Hasil,Kista Bartholin,Nominal,,Aerob,MK099816,Biakan aerob kista bartholin dan uji kepekaan,,,Pt,Kista Bartholin,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
111,Mikrobiologi Klinik,Biakan aerob kornea/konjungtiva,Permintaan & Hasil,Kornea/konjungtiva,Nominal,,Aerob,88142-5,Bacteria identified in Cornea or Conjunctiva by Aerobe culture,Bacteria identified,Prid,Pt,Cornea/Conjunctiva,Nom,Aerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
112,Mikrobiologi Klinik,Biakan aerob kornea/konjungtiva dan uji kepekaan,Permintaan & Hasil,Kornea/konjungtiva,Nominal,,Aerob,MK099817,Biakan aerob kornea/konjungtiva dan uji kepekaan,,,Pt,Kornea/konjungtiva,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
113,Mikrobiologi Klinik,Biakan aerob kulit,Permintaan & Hasil,Kulit,Nominal,,Aerob,620-5,Bacteria identified in Skin by Aerobe culture,Bacteria identified,Prid,Pt,Skin,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
114,Mikrobiologi Klinik,Biakan aerob kulit dan uji kepekaan,Permintaan & Hasil,Kulit,Nominal,,Aerob,MK099818,Biakan aerob kulit dan uji kepekaan,,,Pt,Kulit,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
115,Mikrobiologi Klinik,Biakan aerob luka,Permintaan & Hasil,Luka,Nominal,,Aerob,632-0,Bacteria identified in Wound by Aerobe culture,Bacteria identified,Prid,Pt,Wound,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
116,Mikrobiologi Klinik,Biakan aerob luka dan uji kepekaan,Permintaan & Hasil,Luka,Nominal,,Aerob,MK099819,Biakan aerob luka dan uji kepekaan,,,Pt,Luka,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
117,Mikrobiologi Klinik,Biakan aerob luka dalam,Permintaan & Hasil,Luka dalam,Nominal,,Aerob,17909-3,Bacteria identified in Wound deep by Aerobe culture,Bacteria identified,Prid,Pt,Wound.deep,Nom,Aerobic culture,,http://loinc.org,1.0l,2.73,1.0,1.0
118,Mikrobiologi Klinik,Biakan aerob luka dalam dan uji kepekaan,Permintaan & Hasil,Luka dalam,Nominal,,Aerob,MK099820,Biakan aerob luka dalam dan uji kepekaan,,,Pt,Luka dalam,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
119,Mikrobiologi Klinik,Biakan aerob luka superfisial,Permintaan & Hasil,Luka superfisial,Nominal,,Aerob,17915-0,Bacteria identified in Wound shallow by Aerobe culture,Bacteria identified,Prid,Pt,Wound.shlw,Nom,Aerobic culture,,http://loinc.org,1.0l,2.73,1.0,1.0
120,Mikrobiologi Klinik,Biakan aerob luka superfisial dan uji kepekaan,Permintaan & Hasil,Luka superfisial,Nominal,,Aerob,MK099821,Biakan aerob luka superfisial dan uji kepekaan,,,Pt,Luka superfisial,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
121,Mikrobiologi Klinik,Biakan aerob mata,Permintaan & Hasil,Mata,Nominal,,Aerob,609-8,Bacteria identified in Eye by Aerobe culture,Bacteria identified,Prid,Pt,Eye,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
122,Mikrobiologi Klinik,Biakan aerob mata dan uji kepekaan,Permintaan & Hasil,Mata,Nominal,,Aerob,MK099822,Biakan aerob mata dan uji kepekaan,,,Pt,Mata,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
123,Mikrobiologi Klinik,Biakan aerob mulut,Permintaan & Hasil,Mulut,Nominal,,Aerob,91866-4,Bacteria identified in Mouth by Aerobe culture,Bacteria identified,Prid,Pt,Mouth,Nom,Aerobic culture,,http://loinc.org,2.66,2.66,1.0,1.0
124,Mikrobiologi Klinik,Biakan aerob mulut dan uji kepekaan,Permintaan & Hasil,Mulut,Nominal,,Aerob,MK099823,Biakan aerob mulut dan uji kepekaan,,,Pt,Mulut,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
125,Mikrobiologi Klinik,Biakan aerob nasofaring,Permintaan & Hasil,Nasofaring,Nominal,,Aerob,43426-6,Bacteria identified in Nasopharynx by Aerobe culture,Bacteria identified,Prid,Pt,Nph,Nom,Aerobic culture,,http://loinc.org,2.17,2.73,1.0,1.0
126,Mikrobiologi Klinik,Biakan aerob nasofaring dan uji kepekaan,Permintaan & Hasil,Nasofaring,Nominal,,Aerob,MK099824,Biakan aerob nasofaring dan uji kepekaan,,,Pt,Nasofaring,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
127,Mikrobiologi Klinik,Biakan aerob penis,Permintaan & Hasil,Penis,Nominal,,Aerob,14478-2,Bacteria identified in Penis by Aerobe culture,Bacteria identified,Prid,Pt,Penis,Nom,Aerobic culture,,http://loinc.org,1.0k,2.73,1.0,1.0
128,Mikrobiologi Klinik,Biakan aerob penis dan uji kepekaan,Permintaan & Hasil,Penis,Nominal,,Aerob,MK099825,Biakan aerob penis dan uji kepekaan,,,Pt,Penis,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
129,Mikrobiologi Klinik,Biakan aerob plasenta,Permintaan & Hasil,Plasenta,Nominal,,Aerob,617-1,Bacteria identified in Placenta by Aerobe culture,Bacteria identified,Prid,Pt,Placenta,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
130,Mikrobiologi Klinik,Biakan aerob plasenta dan uji kepekaan,Permintaan & Hasil,Plasenta,Nominal,,Aerob,MK099826,Biakan aerob plasenta dan uji kepekaan,,,Pt,Plasenta,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
131,Mikrobiologi Klinik,Biakan aerob produk darah,Permintaan & Hasil,Produk darah,Nominal,,Aerob,599-1,Bacteria identified in Blood product unit by Aerobe culture,Bacteria identified,Prid,Pt,^BPU,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
132,Mikrobiologi Klinik,Biakan aerob produk darah dan uji kepekaan,Permintaan & Hasil,Produk darah,Nominal,,Aerob,MK099827,Biakan aerob produk darah dan uji kepekaan,,,Pt,Produk darah,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
133,Mikrobiologi Klinik,Biakan aerob pus,Permintaan & Hasil,Pus,Nominal,,Aerob,595-9,Bacteria identified in Abscess by Aerobe culture,Bacteria identified,Prid,Pt,Abscess,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
134,Mikrobiologi Klinik,Biakan aerob pus dan uji kepekaan,Permintaan & Hasil,Pus,Nominal,,Aerob,MK099828,Biakan aerob pus dan uji kepekaan,,,Pt,Pus,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
135,Mikrobiologi Klinik,Biakan aerob semen,Permintaan & Hasil,Semen,Nominal,,Aerob,90279-1,Bacteria identified in Semen by Aerobe culture,Bacteria identified,Prid,Pt,Semen,Nom,Aerobic culture,,http://loinc.org,2.65,2.65,1.0,1.0
136,Mikrobiologi Klinik,Biakan aerob semen dan uji kepekaan,Permintaan & Hasil,Semen,Nominal,,Aerob,MK099829,Biakan aerob semen dan uji kepekaan,,,Pt,Semen,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
137,Mikrobiologi Klinik,Biakan aerob serviks,Permintaan & Hasil,Serviks,Nominal,,Aerob,14475-8,Bacteria identified in Cervix by Aerobe culture,Bacteria identified,Prid,Pt,Cvx,Nom,Aerobic culture,,http://loinc.org,1.0k,2.73,1.0,1.0
138,Mikrobiologi Klinik,Biakan aerob semen dan uji kepekaan,Permintaan & Hasil,Serviks,Nominal,,Aerob,MK099830,Biakan aerob serviks dan uji kepekaan,,,Pt,Serviks,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
139,Mikrobiologi Klinik,Biakan aerob spesimen lain,Permintaan & Hasil,Lain-lain,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
140,Mikrobiologi Klinik,Biakan aerob spesimen lain dan uji kepekaan,Permintaan & Hasil,Lain-lain,Nominal,,Aerob,MK099831,Biakan aerob spesimen lain dan uji kepekaan,,,Pt,Lain-lain,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
141,Mikrobiologi Klinik,Biakan aerob spesimen pernapasan atas,Permintaan & Hasil,Spesimen pernapasan atas,Nominal,,Aerob,91819-3,Bacteria identified in Upper respiratory specimen by Aerobe culture,Bacteria identified,Prid,Pt,Respiratory.upper,Nom,Aerobic culture,,http://loinc.org,2.66,2.68,1.0,1.0
142,Mikrobiologi Klinik,Biakan aerob spesimen pernapasan atas dan uji kepekaan,Permintaan & Hasil,Spesimen pernapasan atas,Nominal,,Aerob,MK099832,Biakan aerob spesimen pernapasan atas dan uji kepekaan,,,Pt,Spesimen pernapasan atas,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
143,Mikrobiologi Klinik,Biakan aerob sputum,Permintaan & Hasil,Sputum,Nominal,,Aerob,622-1,Bacteria identified in Sputum by Aerobe culture,Bacteria identified,Prid,Pt,Sputum,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
144,Mikrobiologi Klinik,Biakan aerob sputum dan uji kepekaan,Permintaan & Hasil,Sputum,Nominal,,Aerob,MK099833,Biakan aerob sputum dan uji kepekaan,,,Pt,Sputum,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
145,Mikrobiologi Klinik,Biakan aerob sumsum tulang,Permintaan & Hasil,Sumsum tulang,Nominal,,Aerob,19126-2,Bacteria identified in Bone marrow by Aerobe culture,Bacteria identified,Prid,Pt,Bone mar,Nom,Aerobic culture,,http://loinc.org,1.0l,2.73,1.0,1.0
146,Mikrobiologi Klinik,Biakan aerob sumsum tulang dan uji kepekaan,Permintaan & Hasil,Sumsum tulang,Nominal,,Aerob,MK099834,Biakan aerob sumsum tulang dan uji kepekaan,,,Pt,Sumsum tulang,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
147,Mikrobiologi Klinik,Biakan aerob swab,Permintaan & Hasil,Swab,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
148,Mikrobiologi Klinik,Biakan aerob swab dan uji kepekaan,Permintaan & Hasil,Swab,Nominal,,Aerob,MK099835,Biakan aerob swab dan uji kepekaan,,,Pt,Swab,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
149,Mikrobiologi Klinik,Biakan aerob telinga,Permintaan & Hasil,Telinga,Nominal,,Aerob,608-0,Bacteria identified in Ear by Aerobe culture,Bacteria identified,Prid,Pt,Ear,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
150,Mikrobiologi Klinik,Biakan aerob telinga dan uji kepekaan,Permintaan & Hasil,Telinga,Nominal,,Aerob,MK099836,Biakan aerob telinga dan uji kepekaan,,,Pt,Telinga,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
151,Mikrobiologi Klinik,Biakan aerob tinja,Permintaan & Hasil,Feses,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
152,Mikrobiologi Klinik,Biakan aerob tinja dan uji kepekaan,Permintaan & Hasil,Feses,Nominal,,Aerob,MK099837,Biakan aerob tinja dan uji kepekaan,,,Pt,Feses,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
153,Mikrobiologi Klinik,Biakan aerob tulang,Permintaan & Hasil,Tulang,Nominal,,Aerob,602-3,Bacteria identified in Bone by Aerobe culture,Bacteria identified,Prid,Pt,Bone,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
154,Mikrobiologi Klinik,Biakan aerob tulang dan uji kepekaan,Permintaan & Hasil,Tulang,Nominal,,Aerob,MK099838,Biakan aerob tulang dan uji kepekaan,,,Pt,Tulang,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
155,Mikrobiologi Klinik,Biakan aerob uretra,Permintaan & Hasil,Uretra,Nominal,,Aerob,14477-4,Bacteria identified in Urethra by Aerobe culture,Bacteria identified,Prid,Pt,Urethra,Nom,Aerobic culture,,http://loinc.org,1.0k,2.73,1.0,1.0
156,Mikrobiologi Klinik,Biakan aerob uretra dan uji kepekaan,Permintaan & Hasil,Uretra,Nominal,,Aerob,MK099839,Biakan aerob uretra dan uji kepekaan,,,Pt,Uretra,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
157,Mikrobiologi Klinik,Biakan aerob urine,Permintaan & Hasil,Urine,Nominal,,Aerob,634-6,Bacteria identified in Specimen by Aerobe culture,Bacteria identified,Prid,Pt,XXX,Nom,Aerobic culture,,http://loinc.org,1.0,2.73,1.0,1.0
158,Mikrobiologi Klinik,Biakan aerob urine dan uji kepekaan,Permintaan & Hasil,Urine,Nominal,,Aerob,MK099840,Biakan aerob urine dan uji kepekaan,,,Pt,Urine,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
159,Mikrobiologi Klinik,Biakan aerob wash bronchii,Permintaan & Hasil,Wash Bronchii,Nominal,,Aerob,89643-1,Bacteria identified in Lower respiratory specimen by Aerobe culture,Bacteria identified,Prid,Pt,Respiratory.lower,Nom,Aerobic culture,,http://loinc.org,2.65,2.65,1.0,1.0
160,Mikrobiologi Klinik,Biakan aerob wash bronchii dan uji kepekaan,Permintaan & Hasil,Wash Bronchii,Nominal,,Aerob,MK099841,Biakan aerob wash bronchii dan uji kepekaan,,,Pt,Wash Bronchii,Nominal,Aerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
161,Mikrobiologi Klinik,Biakan anaerob aspirat,Permintaan & Hasil,Aspirat,Nominal,,Anaerob,598-3,Bacteria identified in Aspirate by Anaerobe culture,Bacteria identified,Prid,Pt,Asp,Nom,Anaerobic culture,,http://loinc.org,1.0,2.21,1.0,1.0
162,Mikrobiologi Klinik,Biakan anaerob aspirat dan uji kepekaan,Permintaan & Hasil,Aspirat,Nominal,,Anaerob,MK099842,Biakan anaerob aspirat dan uji kepekaan,,,Pt,Aspirat,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
163,Mikrobiologi Klinik,Biakan anaerob cairan amnion,Permintaan & Hasil,Cairan amnion,Nominal,,Anaerob,87933-8,Bacteria identified in Amniotic fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Amnio fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
164,Mikrobiologi Klinik,Biakan anaerob cairan amnion dan uji kepekaan,Permintaan & Hasil,Cairan amnion,Nominal,,Anaerob,MK099843,Biakan anaerob cairan amnion dan uji kepekaan,,,Pt,Cairan amnion,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
165,Mikrobiologi Klinik,Biakan anaerob cairan empedu,Permintaan & Hasil,Cairan empedu,Nominal,,Anaerob,87934-6,Bacteria identified in Bile fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Bil fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
166,Mikrobiologi Klinik,Biakan anaerob cairan empedu dan uji kepekaan,Permintaan & Hasil,Cairan empedu,Nominal,,Anaerob,MK099844,Biakan anaerob cairan empedu dan uji kepekaan,,,Pt,Cairan empedu,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
167,Mikrobiologi Klinik,Biakan anaerob cairan mata,Permintaan & Hasil,Cairan mata,Nominal,,Anaerob,88139-1,Bacteria identified in Ocular fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Ocular fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
168,Mikrobiologi Klinik,Biakan anaerob cairan mata dan uji kepekaan,Permintaan & Hasil,Cairan mata,Nominal,,Anaerob,MK099845,Biakan anaerob cairan mata dan uji kepekaan,,,Pt,Cairan mata,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
169,Mikrobiologi Klinik,Biakan anaerob cairan otak,Permintaan & Hasil,Cairan otak,Nominal,,Anaerob,87937-9,Bacteria identified in Cerebral spinal fluid by Anaerobe culture,Bacteria identified,Prid,Pt,CSF,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
170,Mikrobiologi Klinik,Biakan anaerob cairan otak dan uji kepekaan,Permintaan & Hasil,Cairan otak,Nominal,,Anaerob,MK099846,Biakan anaerob cairan otak dan uji kepekaan,,,Pt,Cairan otak,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
171,Mikrobiologi Klinik,Biakan anaerob cairan perikardial,Permintaan & Hasil,Cairan perikardial,Nominal,,Anaerob,87939-5,Bacteria identified in Pericardial fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Pericard fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
172,Mikrobiologi Klinik,Biakan anaerob cairan perikardial dan uji kepekaan,Permintaan & Hasil,Cairan perikardial,Nominal,,Anaerob,MK099847,Biakan anaerob cairan perikardial dan uji kepekaan,,,Pt,Cairan perikardial,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
173,Mikrobiologi Klinik,Biakan anaerob cairan peritoneal,Permintaan & Hasil,Cairan peritoneal,Nominal,,Anaerob,87940-3,Bacteria identified in Peritoneal fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Periton fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
174,Mikrobiologi Klinik,Biakan anaerob cairan peritoneal dan uji kepekaan,Permintaan & Hasil,Cairan peritoneal,Nominal,,Anaerob,MK099848,Biakan anaerob cairan peritoneal dan uji kepekaan,,,Pt,Cairan peritoneal,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
175,Mikrobiologi Klinik,Biakan anaerob cairan peritoneal dialisis,Permintaan & Hasil,Cairan peritoneal dialisis,Nominal,,Anaerob,90277-5,Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Dial fld prt,Nom,Anaerobic culture,,http://loinc.org,2.65,2.65,1.0,1.0
176,Mikrobiologi Klinik,Biakan anaerob cairan peritoneal dialisis dan uji kepekaan,Permintaan & Hasil,Cairan peritoneal dialisis,Nominal,,Anaerob,MK099849,Biakan anaerob cairan peritoneal dialisis dan uji kepekaan,,,Pt,Cairan peritoneal dialisis,Nominal,Anaerob,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0
177,Mikrobiologi Klinik,Biakan anaerob cairan pleura,Permintaan & Hasil,Cairan pleura,Nominal,,Anaerob,87942-9,Bacteria identified in Pleural fluid by Anaerobe culture,Bacteria identified,Prid,Pt,Plr fld,Nom,Anaerobic culture,,http://loinc.org,2.63,2.63,1.0,1.0
