IDKategori,Nama Pemeriksaan,Permintaan/Hasil,Spesimen,Tipe hasil pemeriksaan,Satuan,Metode Analisis,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System
14,Protein C,Permintaan & Hasil,Serum/Plasma,Quantitative,%,Clot detection,27819-2,Protein C actual/normal in Platelet poor plasma by Coagulation assay,Protein C actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
14,Protein C kontrol,Hasil,Serum/Plasma,Quantitative,,,X099083,Protein C kontrol,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Protein S,Permintaan & Hasil,Serum/Plasma,Quantitative,%,,27822-6,Protein S actual/normal in Platelet poor plasma by Coagulation assay,Protein S actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
14,Protein S,Hasil,Serum/Plasma,Quantitative,%,Chromogenic,31102-7,Protein S actual/normal in Platelet poor plasma by Chromogenic method,Protein S actual/Normal,RelCCnc,Pt,PPP,Qn,Chromo,%,http://loinc.org
14,Protein S,Permintaan & Hasil,Serum/Plasma,Quantitative,%,Clot detection,27822-6,Protein S actual/normal in Platelet poor plasma by Coagulation assay,Protein S actual/Normal,RelTime,Pt,PPP,Qn,Coag,%,http://loinc.org
14,Protein S kontrol,Hasil,Serum/Plasma,Quantitative,,,X099084,Protein S kontrol,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Retraksi bekuan,Permintaan,Serum/Plasma,,,,X099085,Retraksi bekuan,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Volume serum,Hasil,Serum/Plasma,Quantitative,,,X099086,Volume serum,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Volume cairan bekuan,Permintaan & Hasil,Serum/Plasma,Quantitative,%,,49008-6,Clot Retraction [Volume Fraction] in Blood,Coagulum retraction,VFr,Pt,Bld,Qn,,%,http://loinc.org
14,Konsistensi bekuan,Hasil,Serum/Plasma,,,,X099087,Konsistensi bekuan,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin serial,Permintaan,Serum/Plasma,,,,X099088,Waktu trombin serial,,,Pt,Ser/Plas,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 0 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,5955-0,Thrombin time in Control Platelet poor plasma by Coagulation assay,Coagulation thrombin induced,Time,Pt,PPP^Control,Qn,Coag,s,http://loinc.org
14,Waktu trombin 0 menit pasien,Permintaan & Hasil,Serum/Plasma,Quantitative,detik,,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
14,Waktu trombin 20 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099089,Waktu trombin 20 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 20 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099090,Waktu trombin 20 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 40 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099091,Waktu trombin 40 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 40 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099092,Waktu trombin 40 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 60 menit kontrol,Hasil,Serum/Plasma,Quantitative,detik,,X099093,Waktu trombin 60 menit kontrol,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Waktu trombin 60 menit pasien,Hasil,Serum/Plasma,Quantitative,detik,,X099094,Waktu trombin 60 menit pasien,,,Pt,Ser/Plas,Qn,,s,http://terminology.kemkes.go.id/CodeSystem/examination
14,Thromboplastin generation test,Permintaan,Serum/Plasma,,,,97915-3,Thrombin generation test panel - Platelet poor plasma,Thrombin generation test panel,-,Pt,PPP,-,,,http://loinc.org
14,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol.min/L,Chromogenic,97910-4,Endogenous thrombin potential [Area under the curve] in Platelet poor plasma by Chromogenic method,Endogenous thrombin potential,TmSCnc,Pt,PPP,Qn,Chromo,nmol.min/L,http://loinc.org
14,Thromboplastin generation test,Permintaan & Hasil,Serum/Plasma,Quantitative,nmol.min/L,Chromogenic,97911-2,Endogenous thrombin potential [Area under the curve] in Platelet poor plasma by Chromogenic method --after addition of factor VIII Ab,Endogenous thrombin potential^after addition of Factor VIII Ab,TmSCnc,Pt,PPP,Qn,Chromo,nmol.min/L,http://loinc.org
14,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol,Chromogenic,97912-0,Thrombin peak [Molar amount] in Platelet poor plasma by Chromogenic method,Thrombin peak,Sub,Pt,PPP,Qn,Chromo,nmol,http://loinc.org
14,Thromboplastin generation test,Hasil,Serum/Plasma,Quantitative,nmol,Chromogenic,97913-8,Thrombin peak [Molar amount] in Platelet poor plasma by Chromogenic method --after addition of factor VIII Ab,Thrombin peak^after addition of Factor VIII Ab,Sub,Pt,PPP,Qn,Chromo,nmol,http://loinc.org
14,Thromboplastin generation test,Permintaan & Hasil,Serum/Plasma,Quantitative,min,Chromogenic,97914-6,Time to thrombin peak in Platelet poor plasma by Chromogenic method,Time to thrombin peak,Time,Pt,PPP,Qn,Chromo,min,http://loinc.org
14,Waktu thrombin (TT),Permintaan & Hasil,Serum/Plasma,Quantitative,detik,,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
14,Waktu thrombin (TT),Permintaan & Hasil,Plasma,Quantitative,detik,Semiautomatic,3243-3,Thrombin time,Coagulation thrombin induced,Time,Pt,PPP,Qn,Coag,s,http://loinc.org
14,Tes fungsi trombosit P2Y12 Result,Permintaan & Hasil,Serum/Plasma,Quantitative,PRU,,49010-2,Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma,Platelet aggregation.adenosine diphosphate induced,ACnc,Pt,PRP,Qn,,[arb'U],http://loinc.org
14,Tes fungsi trombosit P2Y12 Base,Hasil,Serum/Plasma,Quantitative,PRU,,X099095,Tes fungsi trombosit P2Y12 Base,,,Pt,Ser/Plas,Qn,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Tes fungsi trombosit P2Y12 Inhibition,Hasil,Serum/Plasma,Quantitative,%,,5992-3,Platelet aggregation ADP induced in Platelet rich plasma,Platelet aggregation.adenosine diphosphate induced,RelACnc,Pt,PRP,Qn,,%,http://loinc.org
14,Fungsi trombosit aspirin,Permintaan & Hasil,Serum/Plasma,Quantitative,U,,49011-0,Platelet aggregation arachidonate induced [Units/volume] in Platelet rich plasma,Platelet aggregation.arachidonate induced,ACnc,Pt,PRP,Qn,,[arb'U],http://loinc.org
14,Immunophenotyping leukemia,Permintaan,Darah,,,,X099096,Immunophenotyping leukemia,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Immunophenotyping Leukemia,Hasil,Darah,Narrative,,,49493-0,Leukemia markers [Interpretation] in Blood Narrative,Leukemia markers,Imp,Pt,Bld,Nar,,,http://loinc.org
14,Immunophenotyping leukemia akut,Permintaan,Darah,,,,X099097,Immunophenotyping leukemia akut,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Immunophenotyping leukemia akut,Hasil,Darah,Narrative,,,45267-2,Acute leukemia markers [Interpretation] in Specimen Narrative,Acute leukemia markers,Imp,Pt,XXX,Nar,,,http://loinc.org
14,Immunophenotyping leukemia kronis,Permintaan,Darah,,,,X099098,Immunophenotyping leukemia kronis,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Immunophenotyping leukemia kronis,Hasil,Darah,Narrative,,,45266-4,Chronic leukemia markers [Interpretation] in Specimen Narrative,Chronic leukemia markers,Imp,Pt,XXX,Nar,,,http://loinc.org
14,Gambaran sumsum tulang,Permintaan,Sumsum tulang,,,,47286-0,Differential panel - Bone marrow,Differential panel,-,Pt,Bone mar,Qn,,,http://loinc.org
14,Kepadatan Sel :,Hasil,Sumsum tulang,Nominal,,,74232-0,Cellularity assessment in Bone marrow Narrative,Cellularity assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Sel lemak,Hasil,Sumsum tulang,Ordinal,,,X099099,Sel lemak,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Trombopoesis,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Jumlah megakariosit sumsum tulang,Hasil,Sumsum tulang,Ordinal,,Mikroskopis,40688-4,Megakaryocytes [Presence] in Bone marrow by Microscopy,Megakaryocytes,PrThr,Pt,Bone mar,Ord,Microscopy,,http://loinc.org
14,Megakariosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11110-4,Megakaryocytes/100 cells in Bone marrow by Manual count,Megakaryocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Bentuk abnormal,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Pembentukan trombosit,Hasil,Sumsum tulang,Narrative,,,74229-6,Megakaryopoiesis assessment in Bone marrow Narrative,Megakaryopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Granulopoiesis,Hasil,Sumsum tulang,Narrative,,,74228-8,Myelopoiesis assessment in Bone marrow Narrative,Myelopoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Hitung jenis sumsum tulang,Permintaan,Sumsum tulang,Quantitative,,,47286-0,Differential panel - Bone marrow,Differential panel,-,Pt,Bone mar,Qn,,,http://loinc.org
14,Sel blas sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,,11150-0,Blasts/100 cells in Bone marrow,Blasts/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
14,Promielosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11120-3,Promyelocytes/100 cells in Bone marrow by Manual count,Promyelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Mielosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11114-6,Myelocytes/100 cells in Bone marrow by Manual count,Myelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Metamielosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11111-2,Metamyelocytes/100 cells in Bone marrow by Manual count,Metamyelocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Neutrofil batang sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11103-9,Band form neutrophils/100 cells in Bone marrow by Manual count,Neutrophils.band form/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Neutrofil,Hasil,Sumsum tulang,Quantitative,%,Manual count,11115-3,Neutrophils/100 cells in Bone marrow by Manual count,Neutrophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Basofil sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11105-4,Basophils/100 cells in Bone marrow by Manual count,Basophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Eosinofil sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11106-2,Eosinophils/100 cells in Bone marrow by Manual count,Eosinophils/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Monosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11112-0,Monocytes/100 cells in Bone marrow by Manual count,Monocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Promonosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11122-9,Promonocytes/100 cells in Bone marrow by Manual count,Promonocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Limfosit sumsum tulang,Hasil,Sumsum tulang,Quantitative,%,Manual count,11108-8,Lymphocytes/100 cells in Bone marrow by Manual count,Lymphocytes/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Plasmosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11118-7,Plasma cells/100 cells in Bone marrow by Manual count,Plasma cells/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Histiosit,Hasil,Sumsum tulang,Quantitative,%,,74453-2,Histiocytes/100 cells in Bone marrow,Histiocytes/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
14,Rubriblas/Pronormosit,Hasil,Sumsum tulang,Quantitative,%,Manual count,11124-5,Pronormoblasts/100 cells in Bone marrow by Manual count,Pronormoblasts/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Prorubrisit/Normoblas basofilik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11104-7,Normoblasts Basophilic/100 cells in Bone marrow by Manual count,Normoblasts.basophilic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Rubrisit/Normoblas polikromatofilik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11119-5,Normoblasts Polychromatophilic/100 cells in Bone marrow by Manual count,Normoblasts.polychromatophilic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Metarubrisit/Normoblas ortokromik,Hasil,Sumsum tulang,Quantitative,%,Manual count,11116-1,Normoblasts Orthochromic/100 cells in Bone marrow by Manual count,Normoblasts.orthochromic/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Rasio myeloid-eritroid (M:E Ratio),Hasil,Sumsum tulang,Quantitative,%,,11138-5,Myeloid cells/Erythroid cells [# Ratio] in Bone marrow,Myeloid cells/Erythroid cells,NRto,Pt,Bone mar,Qn,,%,http://loinc.org
14,Megaloblas,Hasil,Sumsum tulang,Quantitative,%,,52127-8,Megaloblasts/100 cells in Bone marrow,Megaloblasts/100 cells,NFr,Pt,Bone mar,Qn,,%,http://loinc.org
14,Eritrosit berinti,Hasil,Sumsum tulang,Quantitative,%,Manual count,42215-4,Nucleated erythrocytes/100 cells in Bone marrow by Manual count,Erythrocytes.nucleated/100 cells,NFr,Pt,Bone mar,Qn,Manual count,%,http://loinc.org
14,Eritropoiesis,Hasil,Sumsum tulang,Narrative,,,74231-2,Erythropoiesis assessment in Bone marrow Narrative,Erythropoiesis assessment,Find,Pt,Bone mar,Nar,,,http://loinc.org
14,Kelainan morfologi eritrosit,Hasil,Sumsum tulang,Nominal,,,11127-8,Erythrocytes [Morphology] in Bone marrow,Erythrocytes,Morph,Pt,Bone mar,Nom,,,http://loinc.org
14,Giant metamielosit,Hasil,Sumsum tulang,Ordinal,,,X099100,Giant metamielosit,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Giant stab,Hasil,Sumsum tulang,Ordinal,,,X099101,Giant stab,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Hipersegmentasi (> 6),Hasil,Sumsum tulang,Ordinal,,,X099102,Hipersegmentasi (> 6),,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Hipogranulasi,Hasil,Sumsum tulang,Ordinal,,,X099103,Hipogranulasi,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Vakuolisasi,Hasil,Sumsum tulang,Ordinal,,,X099104,Vakuolisasi,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Anomali Pelger-Huest,Hasil,Sumsum tulang,Ordinal,,,X099105,Anomali Pelger-Huest,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Karioreksis,Hasil,Sumsum tulang,Ordinal,,,X099106,Karioreksis,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Sel mitosis,Hasil,Sumsum tulang,Ordinal,,,X099107,Sel mitosis,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Sel tak dikenal,Hasil,Sumsum tulang,Ordinal,,,X099108,Sel tak dikenal,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Limfosit Abnormal,Hasil,Sumsum tulang,Ordinal,,,X099109,Limfosit Abnormal,,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Lain-lain (Hapusan sumsum tulang),Hasil,Sumsum tulang,Nominal,,,X099110,Lain-lain (Hapusan sumsum tulang),,,Pt,Bone mar,Ord,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Saran,Hasil,Sumsum tulang,Narrative,,,X099111,Saran,,,Pt,,Nar,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Cold agglutinin,Permintaan & Hasil,Serum/Plasma,Ordinal,,,32672-8,Cold agglutinin [Presence] in Serum or Plasma,Cold agglutinin,PrThr,Pt,Ser/Plas,Ord,,,http://loinc.org
14,Cold agglutinin,Permintaan & Hasil,Serum/Plasma,Quantitative,{titer},,14658-9,Cold agglutinin [Titer] in Serum or Plasma,Cold agglutinin,Titr,Pt,Ser/Plas,Qn,,{titer},http://loinc.org
14,Darah rutin,Permintaan,Darah,,,Automated count,58410-2,CBC panel - Blood by Automated count,Complete blood count panel,-,Pt,Bld,-,Automated count,,http://loinc.org
14,Darah perifer lengkap,Permintaan,Darah,Quantitative,,,57021-8,CBC W Auto Differential panel - Blood,Complete blood count W Auto Differential panel,-,Pt,Bld,Qn,,,http://loinc.org
14,Hemoglobin,Permintaan & Hasil,Darah,Quantitative,g/dL,,718-7,Hemoglobin [Mass/volume] in Blood,Hemoglobin,MCnc,Pt,Bld,Qn,,g/dL,http://loinc.org
14,Hematokrit,Permintaan & Hasil,Darah,Quantitative,%,,20570-8,Hematocrit [Volume Fraction] of Blood,Hematocrit,VFr,Pt,Bld,Qn,,%,http://loinc.org
14,Hematokrit,Permintaan & Hasil,Darah,Quantitative,%,Automated count,4544-3,Hematocrit [Volume Fraction] of Blood by Automated count,Hematocrit,VFr,Pt,Bld,Qn,Automated count,%,http://loinc.org
14,Hematokrit,Permintaan & Hasil,Darah,Quantitative,%,Spun,4545-0,Hematocrit [Volume Fraction] of Blood by Centrifugation,Hematocrit,VFr,Pt,Bld,Qn,Spun,%,http://loinc.org
14,Hematokrit,Permintaan & Hasil,Darah,Quantitative,%,Impedance,31100-1,Hematocrit [Volume Fraction] of Blood by Impedance,Hematocrit,VFr,Pt,Bld,Qn,Impedance,%,http://loinc.org
14,Eritrosit,Hasil,Darah,Quantitative,10^6/µL,,26453-1,Erythrocytes [#/volume] in Blood,Erythrocytes,NCnc,Pt,Bld,Qn,,10*6/uL,http://loinc.org
14,Eritrosit,Hasil,Darah,Quantitative,10^6/µL,Manual count,790-6,Erythrocytes [#/volume] in Blood by Manual count,Erythrocytes,NCnc,Pt,Bld,Qn,Manual count,10*9/uL,http://loinc.org
14,Eritrosit,Permintaan & Hasil,Darah,Quantitative,10^6/µL,Automated count,789-8,Erythrocytes [#/volume] in Blood by Automated count,Erythrocytes,NCnc,Pt,Bld,Qn,Automated count,10*6/uL,http://loinc.org
14,MCV,Hasil,Darah,Quantitative,fL,,30428-7,MCV [Entitic volume],Erythrocyte mean corpuscular volume,EntVol,Pt,RBC,Qn,,fL,http://loinc.org
14,MCV,Hasil,Darah,Quantitative,fL,Automated count,787-2,MCV [Entitic volume] by Automated count,Erythrocyte mean corpuscular volume,EntVol,Pt,RBC,Qn,Automated count,fL,http://loinc.org
14,MCH,Hasil,Darah,Quantitative,pg,,28539-5,MCH [Entitic mass],Erythrocyte mean corpuscular hemoglobin,EntMass,Pt,RBC,Qn,,pg,http://loinc.org
14,MCH,Hasil,Darah,Quantitative,pg,Automated count,785-6,MCH [Entitic mass] by Automated count,Erythrocyte mean corpuscular hemoglobin,EntMass,Pt,RBC,Qn,Automated count,pg,http://loinc.org
14,MCHC,Hasil,Darah,Quantitative,g/dL,,28540-3,MCHC [Mass/volume],Erythrocyte mean corpuscular hemoglobin concentration,MCnc,Pt,RBC,Qn,,g/dL,http://loinc.org
14,MCHC,Hasil,Darah,Quantitative,g/dL,Automated count,786-4,MCHC [Mass/volume] by Automated count,Erythrocyte mean corpuscular hemoglobin concentration,MCnc,Pt,RBC,Qn,Automated count,g/dL,http://loinc.org
14,Leukosit,Permintaan & Hasil,Darah,Quantitative,10^3/µL,,26464-8,Leukocytes [#/volume] in Blood,Leukocytes,NCnc,Pt,Bld,Qn,,10*3/uL,http://loinc.org
14,Leukosit,Hasil,Darah,Quantitative,10^3/µL,Manual count,804-5,Leukocytes [#/volume] in Blood by Manual count,Leukocytes,NCnc,Pt,Bld,Qn,Manual count,10*3/uL,http://loinc.org
14,Leukosit,Permintaan & Hasil,Darah,Quantitative,10^3/µL,Automated count,6690-2,Leukocytes [#/volume] in Blood by Automated count,Leukocytes,NCnc,Pt,Bld,Qn,Automated count,10*3/uL,http://loinc.org
14,Trombosit,Permintaan & Hasil,Darah,Quantitative,10^3/µL,,26515-7,Platelets [#/volume] in Blood,Platelets,NCnc,Pt,Bld,Qn,,10*3/uL,http://loinc.org
14,Trombosit,Permintaan & Hasil,Darah,Quantitative,10^3/µL,Manual count,778-1,Platelets [#/volume] in Blood by Manual count,Platelets,NCnc,Pt,Bld,Qn,Manual count,10*3/uL,http://loinc.org
14,Trombosit,Permintaan & Hasil,Darah,Quantitative,10^3/µL,Automated count,777-3,Platelets [#/volume] in Blood by Automated count,Platelets,NCnc,Pt,Bld,Qn,Automated count,10*3/uL,http://loinc.org
14,Hitung jenis darah,Hasil,Darah,Nominal,,,X099112,Hitung jenis darah,,,Pt,Bld,,,,http://terminology.kemkes.go.id/CodeSystem/examination
14,Basofil,Hasil,Darah,Quantitative,%,,30180-4,Basophils/100 leukocytes in Blood,Basophils/100 leukocytes,NFr,Pt,Bld,Qn,,%,http://loinc.org
14,Basofil,Hasil,Darah,Quantitative,%,Manual count,707-0,Basophils/100 leukocytes in Blood by Manual count,Basophils/100 leukocytes,NFr,Pt,Bld,Qn,Manual count,%,http://loinc.org
14,Basofil,Hasil,Darah,Quantitative,%,Automated count,706-2,Basophils/100 leukocytes in Blood by Automated count,Basophils/100 leukocytes,NFr,Pt,Bld,Qn,Automated count,%,http://loinc.org
14,Eosinofil,Hasil,Darah,Quantitative,%,,26450-7,Eosinophils/100 leukocytes in Blood,Eosinophils/100 leukocytes,NFr,Pt,Bld,Qn,,%,http://loinc.org
14,Eosinofil,Hasil,Darah,Quantitative,%,Manual count,714-6,Eosinophils/100 leukocytes in Blood by Manual count,Eosinophils/100 leukocytes,NFr,Pt,Bld,Qn,Manual count,%,http://loinc.org
14,Eosinofil,Hasil,Darah,Quantitative,%,Automated count,713-8,Eosinophils/100 leukocytes in Blood by Automated count,Eosinophils/100 leukocytes,NFr,Pt,Bld,Qn,Automated count,%,http://loinc.org
14,Neutrofil,Hasil,Darah,Quantitative,%,,26511-6,Neutrophils/100 leukocytes in Blood,Neutrophils/100 leukocytes,NFr,Pt,Bld,Qn,,%,http://loinc.org
14,Neutrofil,Hasil,Darah,Quantitative,%,Manual count,23761-0,Neutrophils/100 leukocytes in Blood by Manual count,Neutrophils/100 leukocytes,NFr,Pt,Bld,Qn,Manual count,%,http://loinc.org
14,Neutrofil,Hasil,Darah,Quantitative,%,Automated count,770-8,Neutrophils/100 leukocytes in Blood by Automated count,Neutrophils/100 leukocytes,NFr,Pt,Bld,Qn,Automated count,%,http://loinc.org
14,Neutrofil segmen,Hasil,Darah,Quantitative,%,,26505-8,Segmented neutrophils/100 leukocytes in Blood,Neutrophils.segmented/100 leukocytes,NFr,Pt,Bld,Qn,,%,http://loinc.org
14,Neutrofil segmen,Hasil,Darah,Quantitative,%,Manual count,769-0,Segmented neutrophils/100 leukocytes in Blood by Manual count,Neutrophils.segmented/100 leukocytes,NFr,Pt,Bld,Qn,Manual count,%,http://loinc.org
14,Neutrofil segmen,Hasil,Darah,Quantitative,%,Automated count,32200-8,Segmented neutrophils/100 leukocytes in Blood by Automated count,Neutrophils.segmented/100 leukocytes,NFr,Pt,Bld,Qn,Automated count,%,http://loinc.org
14,Neutrofil batang,Hasil,Darah,Quantitative,%,,26508-2,Band form neutrophils/100 leukocytes in Blood,Neutrophils.band form/100 leukocytes,NFr,Pt,Bld,Qn,,%,http://loinc.org
