IDKategori,Nama Pemeriksaan ,Permintaan/Hasil,Code ,Long Common Name,Component,Property,Timing,System,Scale,Method,Class,Unit,Order/Observation,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date,
44,CT kolonografi skrining non kontras IV dan diikuti dengan kontras PR,Permintaan & Hasil,79069-1,CT Colon and Rectum for screening WO contrast IV and W air contrast PR,Multisection for screening^WO contrast IV+W air contrast PR,Find,Pt,Abdomen+Pelvis>Colon+Rectum,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT manus bilateral nonkontras,Permintaan & Hasil,36004-0,CT Hand - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Hand,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT manus dengan kontras IV,Permintaan & Hasil,36191-5,CT Hand W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Hand,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT manus nonkontras,Permintaan & Hasil,36477-8,CT Hand WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Hand,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT mastoid high resolution dengan kontras IV,Permintaan & Hasil,87900-7,CT Mastoid W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Mastoid,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT mastoid high resolution nonkontras,Permintaan & Hasil,46298-6,CT Mastoid - bilateral,Multisection,Find,Pt,Head>Mastoid.bilateral,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT mastoid nonkontras,Permintaan & Hasil,46298-6,CT Mastoid - bilateral,Multisection,Find,Pt,Head>Mastoid.bilateral,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT maxilla dan mandibula,Permintaan & Hasil,36049-5,CT Maxilla and Mandible,Multisection,Find,Pt,Head>Maxilla+Mandible,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT maxillofacial dengan kontras IV,Permintaan & Hasil,30801-5,CT Maxillofacial region W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Maxillofacial region,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT maxillofacial nonkontras,Permintaan & Hasil,30802-3,CT Maxillofacial region WO contrast,Multisection^WO contrast,Find,Pt,Head>Maxillofacial region,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT maxillofacial nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30803-1,CT Maxillofacial region WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Maxillofacial region,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"CT nasofaring, orofaring, laring dan leher dengan kontras",Permintaan & Hasil,24836-9,CT Nasopharynx and Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Head+Neck>Nasopharynx & Neck,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"CT nasofaring, orofaring, laring dan leher nonkontras",Permintaan & Hasil,30585-4,CT Nasopharynx and Neck WO contrast,Multisection^WO contrast,Find,Pt,Head+Neck>Nasopharynx & Neck,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT orbita dan wajah dengan kontras IV,Permintaan & Hasil,46320-8,CT Orbit and Face W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Orbit+Face,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT orbita dan wajah nonkontras,Permintaan & Hasil,86988-3,CT Orbit and Face WO contrast,Multisection^WO contrast,Find,Pt,Head>Orbit+Face,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT orbita dengan kontras IV,Permintaan & Hasil,48449-3,CT Orbit W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Orbit,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT orbita nonkontras,Permintaan & Hasil,46331-5,CT Orbit WO contrast,Multisection^WO contrast,Find,Pt,Head>Orbit,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT orbita nonkontras diikuti dengan kontras IV,Permintaan & Hasil,48451-9,CT Orbit WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Orbit,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pedis bilateral nonkontras,Permintaan & Hasil,86967-7,CT Foot - bilateral WO contrast,Multisection^WO Contrast,Find,Pt,Lower extremity.bilateral>Foot,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pedis nonkontras,Permintaan & Hasil,36466-1,CT Foot WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Foot,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pelvis dengan kontras IV,Permintaan & Hasil,24866-6,CT Pelvis W contrast IV,Multisection^W contrast IV,Find,Pt,Pelvis,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pelvis nonkontras,Permintaan & Hasil,30615-9,CT Pelvis WO contrast,Multisection^WO contrast,Find,Pt,Pelvis,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pelvis nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30616-7,CT Pelvis WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Pelvis,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pemeriksaan densitas mineral tulang satu lokasi atau lebih pada tulang-tulang aksial,Permintaan & Hasil,95925-4,CT Skeletal system.axial Multisection for bone density,Multisection for bone density,Find,Pt,Whole body>Skeletal system.axial,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT perfusi kepala dengan kontras,Permintaan & Hasil,24728-8,CT perfusion Head,Multisection,Find,Pt,Head,Doc,CT.perfusion,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT perfusi serebral dengan kontras IV,Permintaan & Hasil,39142-5,CT perfusion Head W contrast IV,Multisection^W contrast IV,Find,Pt,Head,Doc,CT.perfusion,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pituitari dan sella turcica dengan kontras IV,Permintaan & Hasil,30590-4,CT Pituitary and Sella turcica W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Pituitary+Sella turcica,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pituitari dan sella turcica nonkontras,Permintaan & Hasil,30591-2,CT Pituitary and Sella turcica WO contrast,Multisection^WO contrast,Find,Pt,Head>Pituitary+Sella turcica,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT pituitari dan sella turcica nonkontras diikuti dengan kontras IV,Permintaan & Hasil,24904-5,CT Pituitary and Sella turcica WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Pituitary+Sella turcica,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT scanogram ekstremitas bawah bilateral nonkontras,Permintaan & Hasil,78973-5,CT scanogram Lower extremity - bilateral for leg measurement WO contrast,Multisection for leg measurement^WO contrast,Find,Pt,Lower extremity.bilateral,Doc,CT.scanogram,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT sinus,Permintaan & Hasil,30588-8,CT Sinuses,Multisection,Find,Pt,Head>Sinuses,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT sinus kontras IV,Permintaan & Hasil,36255-8,CT Sinuses W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Sinuses,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT sinus nonkontras,Permintaan & Hasil,36529-6,CT Sinuses WO contrast,Multisection^WO contrast,Find,Pt,Head>Sinuses,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT telinga dalam dengan kontras IV,Permintaan & Hasil,30583-9,CT Internal auditory canal W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Internal auditory canal,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT telinga dalam nonkontras,Permintaan & Hasil,30584-7,CT Internal auditory canal WO contrast,Multisection^WO contrast,Find,Pt,Head>Internal auditory canal,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT telinga dalam nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36282-2,CT Internal auditory canal WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Internal auditory canal,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT thigh nonkontras,Permintaan & Hasil,36460-4,CT Thigh WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity>Thigh,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT thorakoabdominal dengan kontras IV,Permintaan & Hasil,42275-8,CT Chest and Abdomen W contrast IV,Multisection^W contrast IV,Find,Pt,Chest+Abdomen,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT thorax dengan kontras IV,Permintaan & Hasil,24628-0,CT Chest W contrast IV,Multisection^W contrast IV,Find,Pt,Chest,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT thorax nonkontras,Permintaan & Hasil,29252-4,CT Chest WO contrast,Multisection^WO contrast,Find,Pt,Chest,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT thorax nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30598-7,CT Chest WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Chest,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT TMJ nonkontras,Permintaan & Hasil,37283-9,CT Temporomandibular joint WO contrast,Multisection^WO contrast,Find,Pt,Head>Temporomandibular joint,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT urografi dengan kontras IV,Permintaan & Hasil,87866-0,CT Kidney and Ureter and Urinary bladder WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen>Kidney & Abdomen+Pelvis>Ureter & Pelvis>Urinary bladder,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT urografi nonkontras,Permintaan & Hasil,X099242,CT urografi nonkontras,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT usus halus melalui tabung enteroklisis,Permintaan & Hasil,30600-1,CT Small bowel W positive contrast via enteroclysis tube,Multisection^W positive contrast via enteroclysis tube,Find,Pt,Abdomen>Small bowel,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical dan thoracic kontras IV,Permintaan & Hasil,86985-9,CT Cervical and thoracic spine W contrast IV,Multisection^W contrast IV,Find,Pt,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical dan thoracic nonkontras,Permintaan & Hasil,83304-6,CT Cervical and thoracic spine WO contrast,Multisection^WO contrast,Find,Pt,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical dengan kontras IT,Permintaan & Hasil,24934-2,CT Cervical spine W contrast IT,Multisection^W contrast IT,Find,Pt,Neck>Spine.cervical,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical dengan kontras IV,Permintaan & Hasil,24933-4,CT Cervical spine W contrast IV,Multisection^W contrast IV,Find,Pt,Neck>Spine.cervical,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical nonkontras,Permintaan & Hasil,30592-0,CT Cervical spine WO contrast,Multisection^WO contrast,Find,Pt,Neck>Spine.cervical,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cervical nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36401-8,CT Cervical spine WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Neck>Spine.cervical,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cerviothoracal dengan kontras IV,Permintaan & Hasil,86959-4,CT Cervical and thoracic spine WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra cerviothoracal nonkontras,Permintaan & Hasil,83304-6,CT Cervical and thoracic spine WO contrast,Multisection^WO contrast,Find,Pt,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbal dengan kontras IT,Permintaan & Hasil,24965-6,CT Lumbar spine W contrast IT,Multisection^W contrast IT,Find,Pt,Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbal dengan kontras IV,Permintaan & Hasil,24964-9,CT Lumbar spine W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbal nonkontras,Permintaan & Hasil,30620-9,CT Lumbar spine WO contrast,Multisection^WO contrast,Find,Pt,Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbal nonkontras diikuti dengan kontras IT,Permintaan & Hasil,44114-7,CT Lumbar spine WO and W contrast IT,Multisection^WO & W contrast IT,Find,Pt,Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbal tanpa kontras diikuti dengan kontras IV,Permintaan & Hasil,36402-6,CT Lumbar spine WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbar dan sacrum nonkontras,Permintaan & Hasil,82697-4,CT Spine Lumbar and Sacrum WO contrast,Multisection^WO contrast,Find,Pt,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbosacral dengan kontras,Permintaan & Hasil,82696-6,CT Spine Lumbar and Sacrum W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra lumbosacral nonkontras,Permintaan & Hasil,82697-4,CT Spine Lumbar and Sacrum WO contrast,Multisection^WO contrast,Find,Pt,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracal dengan kontras IT,Permintaan & Hasil,30596-1,CT Thoracic spine W contrast IT,Multisection^W contrast IT,Find,Pt,Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracal dengan kontras IV,Permintaan & Hasil,24979-7,CT Thoracic spine W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracal nonkontras,Permintaan & Hasil,30597-9,CT Thoracic spine WO contrast,Multisection^WO contrast,Find,Pt,Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracal nonkontras diikuti dengan kontras IT,Permintaan & Hasil,44113-9,CT Thoracic spine WO and W contrast IT,Multisection^WO & W contrast IT,Find,Pt,Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracal nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36403-4,CT Thoracic spine WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Chest>Spine.thoracic,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracolumbar dengan kontras IV,Permintaan & Hasil,83294-9,CT Thoracic and lumbar spine W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Spine.thoracic & Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT vertebra thoracolumbar nonkontras,Permintaan & Hasil,83310-3,CT Thoracic and lumbar spine WO contrast,Multisection^WO contrast,Find,Pt,Chest>Spine.thoracic & Abdomen>Spine.lumbar,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT virtual bronchoscopy / thorax-nonkontras,Permintaan & Hasil,18744-3,Bronchoscopy study,Bronchoscopy study,Find,Pt,Respiratory system,Doc,Bronchoscopy,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT wrist dengan kontras IV,Permintaan & Hasil,37447-0,CT Wrist W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Wrist,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CT wrist nonkontras,Permintaan & Hasil,37459-5,CT Wrist WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Wrist,Doc,CT,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA abdomen dan pelvis nonkontras diikuti dengan kontras IV,Permintaan & Hasil,82679-2,CTA Abdominal vessels and Pelvis vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen>Abdominal vessels & Pelvis>Pelvis vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA abdomen nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30805-6,CTA Abdominal vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen>Abdominal vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA aorta abdominalis dan iliofemoral bilateral dengan kontras IV,Permintaan & Hasil,78037-9,CTA Abdominal Aorta and Bilateral Runoff Vessels W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Aorta.abdominal & Pelvis+Lower extremity.bilateral>RO vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA aorta abdominalis dan iliofemoral bilateral non kontras diikuti dengan kontras IV,Permintaan & Hasil,78031-2,CTA Abdominal Aorta and Bilateral Runoff Vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Abdomen>Aorta.abdominal & Pelvis+Lower extremity.bilateral>RO vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA carotis dengan kontras IV,Permintaan & Hasil,36146-9,CTA Carotid artery W contrast IV,Multisection^W contrast IV,Find,Pt,Head+Neck>Carotid artery,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA cerebral,Permintaan & Hasil,36830-8,CTA Head vessels W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Head vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA cerebral dan carotis,Permintaan & Hasil,37498-3,CTA Head vessels and Neck vessels W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Head vessels & Neck>Neck vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA ekstremitas atas dengan kontras IV,Permintaan & Hasil,42295-6,CTA Upper extremity vessels W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Upper extremity vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA ekstremitas atas nonkontras diikuti dengan kontras IV,Permintaan & Hasil,36421-6,CTA Upper extremity vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Upper extremity>Upper extremity vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA ekstremitas bawah,Permintaan & Hasil,87845-4,CTA Lower extremity vessels,Multisection,Find,Pt,Lower extremity>Lower extremity vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA ekstremitas bawah nonkontras dilanjutkan dengan kontras IV,Permintaan & Hasil,30807-2,CTA Lower extremity vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Lower extremity>Lower extremity vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA ekstremitas bawah W contrast IV,Permintaan & Hasil,36831-6,CTA Lower extremity vessels W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity>Lower extremity vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA jantung dan arteri koroner dengan kontras IV,Permintaan & Hasil,79073-3,CTA Heart and Coronary arteries W contrast IV,Multisection^W contrast IV,Find,Pt,Chest>Heart+Coronary arteries,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA kepala nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30593-8,CTA Head vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Head vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA leher nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30594-6,CTA Neck vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Neck>Neck vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA pelvis nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30623-3,CTA Pelvis vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Pelvis>Pelvis vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA thorax nonkontras diikuti dengan kontras IV,Permintaan & Hasil,30804-9,CTA Chest vessels WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Chest>Chest vessels,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,CTA untuk perencanaan tindakan bedah,Permintaan & Hasil,89851-0,CTA Unspecified body region limited,Multisection limited,Find,Pt,XXX,Doc,CT.angio,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,DBT diagnostik bilateral,Permintaan & Hasil,72139-9,DBT Breast - bilateral diagnostic,Multisection diagnostic,Find,Pt,Breast.bilateral,Doc,MG.tomosynthesis,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,DBT diagnostik unilateral,Permintaan & Hasil,86462-9,DBT Breast - unilateral,Multisection,Find,Pt,Breast.unilateral,Doc,MG.tomosynthesis,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,DBT skrining bilateral,Permintaan & Hasil,72142-3,DBT Breast - bilateral screening,Multisection screening,Find,Pt,Breast.bilateral,Doc,MG.tomosynthesis,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,Flexible sigmoidoscopy dengan lower endoscopic ultrasound,Permintaan & Hasil,97101-0,Flexible sigmoidoscopy+US Study,Flexible sigmoidoscopy and endoscopic ultrasound study,Find,Pt,Lower GI tract,Doc,Flexible sigmoidoscopy+US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,Guidance angioplasti balon transluminal arteri perifer,Permintaan & Hasil,X099243,Guidance angioplasti balon transluminal arteri perifer,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,Guidance angioplasti balon transluminal ginjal atau arteri viseral lain,Permintaan & Hasil,X099244,Guidance angioplasti balon transluminal ginjal atau arteri viseral lain,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
